0,1,2,3
COLO,0-3,UCAT,0-0
PALE,1-2,SMOR,1-0
USFE,0-1,UCHI,1-0
LSCH,2-2,DCON,2-0
UTEM,5-1,QKUM,1-2
ÑUBL,1-0,NAVA,-
DPMO,1-2,HUAC,8-0
OHIG,1-1,AUDI,4-1
SMAR,0-0,DIQU,-
CLOA,2-2,MEJI,-
DCOP,0-2,CSAL,-
COQU,1-1,DLSE,-
UCAL,1-0,SLUI,-
SWAN,0-2,EVER,-
UESP,-,CURI,0-2
LPIN,-,MAGA,-
ENFO,-,RANG,-
UCON,-,DTEM,0-0
