0,1,2,3
School,Jrs,Srs,All
Mapua,4,25,29
La Salle*,10,7,17
Ateneo*,10,6,16
San Sebastian,8,3,11
Letran,5,5,10
San Beda,4,0,4
UPHSD,0,3,3
PCU,2,1,3
Trinity*,1,0,1
CSB,1,0,1
