0,1,2,3
National team,Year,Apps,Goals
Northern Ireland,2005,10,1
Northern Ireland,2006,7,0
Northern Ireland,2007,9,0
Northern Ireland,2008,6,1
Northern Ireland,2009,7,0
Northern Ireland,2010,5,0
Northern Ireland,2011,7,2
Northern Ireland,2012,6,0
Northern Ireland,2013,8,1
Northern Ireland,2014,6,0
Northern Ireland,2015,8,3
Northern Ireland,2016,13,1
Northern Ireland,2017,9,1
Northern Ireland,2018,6,1
Northern Ireland,2019,4,1
Total,Total,111,12
