0,1,2,3
Date,Home,Away,Score
April 22,Real Madrid Castilla,Real Murcia,1-0
April 22,Xerez CD,Levante UD,0-1
April 22,Ciudad de Murcia,SD Eibar,0-2
April 22,Malaga B,Albacete Balompie,1-1
April 23,Recreativo de Huelva,Gimnàstic de Tarragona,3-0
April 23,Hercules CF,Lorca Deportiva,0-2
April 23,UD Almeria,Elche CF,2-0
April 23,CD Castellon,Racing de Ferrol,1-0
April 23,CD Numancia,Polideportivo Ejido,1-2
April 23,Sporting de Gijón,UE Lleida,2-0
April 23,CD Tenerife,Real Valladolid,2-1
