0,1,2
Paraguay national team,Paraguay national team,Paraguay national team
Year,Apps,Goals
1999,8,4
2000,9,2
2001,4,1
2002,7,2
2003,5,1
2004,4,0
2005,5,3
2006,3,0
2007,12,5
2008,7,2
2009,2,0
2010,13,3
2011,10,2
2012,2,0
2013,1,1
Total,92,26
